Year,Units,Series,Territorio,Value
2021,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,16.45
2018,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,13.65
2016,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.3
2015,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.03
2013,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,12.89
2019,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.91
2020,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,13.97
2010,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,12.31
2022,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,16.5
2019,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,13.82
2018,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.78
2015,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,13.29
2020,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,16.21
2022,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,14.21
2017,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,España,15.54
2011,Por 10.000 habitantes,Número de personas colegiadas en farmacia por cada 10.000 habitantes,Aragón,12.42
